"Gene","Alias"
"TOLLIP","TOLLIP"
"SHARPIN","SHARPIN"
"RAB6C","RAB6C"
"ATG10","ATG10;APG10;APG10L;pp12616"
"ZBP1","ZBP1"
"RNASE7","RNASE7"
"RBSN","RBSN"
"ISCU","ISCU"
"SLC6A17","SLC6A17"
"OPN3","OPN3"
"EPN3","EPN3"
"ABCG8","ABCG8;GBD4;STSL;STSL1"
"PORCN","PORCN"
"P2RY12","P2RY12"
"OR51E2","OR51E2"
"CARD9","CARD9"
"VPS16","VPS16"
"IL25","IL25;IL17E"
"SH3BGRL3","SH3BGRL3"
"ARV1","ARV1"
"SLC25A32","SLC25A32"
"TRIOBP","TRIOBP"
"HSD3B7","HSD3B7"
"BHMT2","BHMT2"
"DPH5","DPH5"
"MIXL1","MIXL1"
"CHRD","CHRD"
"TRIT1","TRIT1"
"TXNIP","TXNIP"
"PTPN23","PTPN23;HD-PTP;HDPTP;NEDBASS;PTP-TD14"
"CHMP4B","CHMP4B"
"RBKS","RBKS"
"FN3K","FN3K"
"POFUT1","POFUT1"
"OSGEPL1","OSGEPL1"
"PLK3","PLK3;CNK;FNK;PLK-3;PRK"
"ST6GALNAC4","ST6GALNAC4"
"FAM83D","FAM83D"
"RGCC","RGCC"
"ALG2","ALG2"
"SLC32A1","SLC32A1"
"POMK","POMK;MDDGA12;MDDGC12;SGK196"
"THAP9","THAP9"
"PDZD7","PDZD7"
"SLITRK6","SLITRK6"
"PIF1","PIF1"
"XKR8","XKR8;XRG8;hXkr8"
"SOX17","SOX17"
"FAM134B","FAM134B"
"ACSS3","ACSS3"
"NOL6","NOL6"
"AZI2","AZI2;ADC;AZIB1;ODC-p;ODC1L;ODCp"
"GREM2","GREM2"
"DCTPP1","DCTPP1"
"EXO5","EXO5"
"C5orf42","C5orf42"
"SYNC","SYNC;SYNC1;SYNCOILIN"
"SRD5A3","SRD5A3"
"IPPK","IPPK"
"ANKZF1","ANKZF1"
"MTHFD2L","MTHFD2L"
"ARMT1","ARMT1;C6orf211"
"COG4","COG4"
"AGO3","AGO3"
"MAP6D1","MAP6D1"
"KANSL2","KANSL2;C12orf41;NSL2"
"L2HGDH","L2HGDH"
"POLR1B","POLR1B"
"LIN28A","LIN28A"
"SLC52A2","SLC52A2"
"PPCS","PPCS;CMD2C"
"SUGCT","SUGCT"
"KIF9","KIF9"
"SLC28A3","SLC28A3"
"SIAE","SIAE"
"XPO5","XPO5"
"BCO1","BCO1;BCDO;BCDO1;BCMO;BCMO1;BCO"
"NTN4","NTN4"
"TRPV4","TRPV4"
"IL21R","IL21R"
"IFT122","IFT122"
"PDF","PDF"
"PLAC1","PLAC1;CT92;OOSP2B;OOSP2L"
"TMEM27","TMEM27"
"NOX3","NOX3"
"APOBEC3G","APOBEC3G"
"SLC25A19","SLC25A19"
"NOD2","NOD2"
"SENP2","SENP2;DAP1;GMP1;OFC10;PIC1;SMT3;SMT3C;SMT3H3;UBL1"
"GDPD2","GDPD2"
"SMURF1","SMURF1"
"CWC22","CWC22"
"PLXNA4","PLXNA4"
"EPB41L5","EPB41L5"
"NPVF","NPVF;C7orf9;RFRP"
"XAB2","XAB2"
"CELSR2","CELSR2"
"ZNF304","ZNF304"
"MRS2","MRS2"
"GOPC","GOPC"
"RETN","RETN;ADSF;FIZZ3;RENT;RETN1;RSTN;XCP1"
"TXNRD2","TXNRD2"
"BPIFA1","BPIFA1"
"ABCB6","ABCB6"
"MLXIPL","MLXIPL"
"ABCB9","ABCB9;EST122234;TAPL"
"TREM1","TREM1"
"NT5M","NT5M"
"A4GALT","A4GALT"
"SIX2","SIX2"
"CD320","CD320;8D6;8D6A;TCBLR;TCII-R;TCN2R;sCD320"
"CHST11","CHST11"
"FZD3","FZD3"
"NMRK2","NMRK2"
"MKKS","MKKS"
"RIC8A","RIC8A;RIC8"
"ATP13A2","ATP13A2"
"ESM1","ESM1"
"SPINK5","SPINK5"
"LZTFL1","LZTFL1"
"LHX9","LHX9"
"HEYL","HEYL"
"TIGAR","TIGAR"
"RTN4","RTN4"
"CYLD","CYLD"
"HPS4","HPS4;BLOC3S2;LE"
"SLC35C2","SLC35C2"
"KMT5A","KMT5A"
"NIT2","NIT2"
"ANLN","ANLN;FSGS8;Scraps;scra"
"GPHN","GPHN"
"C8orf4","C8orf4"
"ACSS2","ACSS2"
"NANS","NANS;HEL-S-100;SAS;SEMDCG;SEMDG"
"MBNL1","MBNL1"
"TLR8","TLR8"
"SLC17A5","SLC17A5"
"SPTBN5","SPTBN5"
"SIRT7","SIRT7"
"PICK1","PICK1;PICK;PRKCABP"
"DUOX2","DUOX2"
"DISC1","DISC1"
"BAZ1A","BAZ1A"
"CYTL1","CYTL1"
"PHPT1","PHPT1;CGI-202;HEL-S-132P;HSPC141;PHP;PHP14"
"LTBP3","LTBP3"
"GLRX2","GLRX2"
"MBIP","MBIP"
"SLC7A10","SLC7A10"
"LANCL2","LANCL2;GPR69B;TASP"
"RAD18","RAD18"
"CTNNBIP1","CTNNBIP1"
"SALL1","SALL1"
"PNPLA3","PNPLA3"
"ATG3","ATG3"
"ATP8A2","ATP8A2;ATP;ATPIB;CAMRQ4;IB;ML-1"
"SACM1L","SACM1L"
"SLC35D1","SLC35D1"
"ECHDC1","ECHDC1;HEL-S-76;MMCD;dJ351K20.2"
"RNF146","RNF146"
"CCM2L","CCM2L"
"ABHD10","ABHD10"
"LMBRD1","LMBRD1"
"TDP1","TDP1"
"SLC38A7","SLC38A7"
"EXD2","EXD2"
"TMLHE","TMLHE"
"PRMT7","PRMT7;SBIDDS"
"RLIM","RLIM"
"RBM22","RBM22"
"SMOX","SMOX"
"PIH1D1","PIH1D1"
"HIF1AN","HIF1AN;FIH1"
"OXSM","OXSM"
"CLN6","CLN6"
"NLRP2","NLRP2"
"DDIT4","DDIT4"
"IMPAD1","IMPAD1;GPAPP;IMP 3;IMP-3;IMPA3"
"SIRT5","SIRT5"
"MKS1","MKS1"
"MCM9","MCM9"
"ALKBH4","ALKBH4"
"SPHK1","SPHK1;SPHK"
"TERF2IP","TERF2IP"
"DACT1","DACT1"
"KCNK4","KCNK4"
"TMOD3","TMOD3"
"ELOVL5","ELOVL5;HELO1;SCA38;dJ483K16.1"
"HAO2","HAO2"
"CELSR1","CELSR1"
"RRN3","RRN3"
"IL20","IL20"
"SLC25A37","SLC25A37;HT015;MFRN;MFRN1;MSC;MSCP;PRO1278;PRO1584;PRO2217"
"FMN2","FMN2"
"RTEL1","RTEL1"
"NLGN3","NLGN3"
"MOCS1","MOCS1"
"TREM2","TREM2;AD17;PLOSL2;TREM-2;Trem2a;Trem2b;Trem2c"
"GDE1","GDE1"
"IGF2BP1","IGF2BP1"
"EIF2AK3","EIF2AK3"
"NUDT4","NUDT4"
"MAT2B","MAT2B;MAT-II;MATIIbeta;Nbla02999;SDR23E1;TGR"
"CNOT2","CNOT2"
"AIPL1","AIPL1"
"DNAJC27","DNAJC27"
"CD274","CD274"
"BFAR","BFAR"
"FLRT3","FLRT3;HH21"
"SEPN1","SEPN1"
"KLK14","KLK14"
"PDP1","PDP1"
"SH3BP4","SH3BP4"
"SPATA7","SPATA7;HEL-S-296;HSD-3.1;HSD3;LCA3;RP94"
"PIPOX","PIPOX"
"ZBTB4","ZBTB4"
"CEP72","CEP72"
"RCC2","RCC2"
"MBD5","MBD5"
"STK26","STK26"
"CTTNBP2NL","CTTNBP2NL"
"IGSF9","IGSF9"
"EIF2AK4","EIF2AK4;GCN2;PVOD2"
"DISP3","DISP3"
"SUCLA2","SUCLA2"
"SLC17A7","SLC17A7"
"IMPACT","IMPACT"
"TFIP11","TFIP11"
"PPARGC1A","PPARGC1A;LEM6;PGC-1(alpha);PGC-1alpha;PGC-1v;PGC1;PGC1A;PPARGC1"
"MTRR","MTRR"
"P2RX2","P2RX2"
"DHCR7","DHCR7"
"HDAC6","HDAC6"
"SPAST","SPAST"
"HEY2","HEY2;CHF1;GRIDLOCK;GRL;HERP1;HESR2;HRT2;bHLHb32"
"GRHPR","GRHPR"
"UPB1","UPB1"
"DKK4","DKK4"
"B4GALT7","B4GALT7"
"SLC25A10","SLC25A10"
"REV1","REV1;AIBP80;REV1L"
"PPP1R1B","PPP1R1B"
"AASS","AASS"
"CLIP2","CLIP2"
"MALT1","MALT1"
"FTSJ1","FTSJ1"
"STK39","STK39;DCHT;PASK;SPAK"
"IFT172","IFT172"
"KDM5B","KDM5B"
"DMBT1","DMBT1"
"CD300A","CD300A"
"SWAP70","SWAP70"
"ASIC3","ASIC3;ACCN3;DRASIC;SLNAC1;TNaC1"
"CHORDC1","CHORDC1"
"TBK1","TBK1"
"UBQLN2","UBQLN2"
"NAT8","NAT8"
"SHPK","SHPK"
"AMACR","AMACR;AMACRD;CBAS4;P504S;RACE;RM"
"POLG2","POLG2"
"USP25","USP25"
"MED13","MED13"
"DMGDH","DMGDH"
"MEG3","MEG3"
"MAD2L2","MAD2L2;FANCV;MAD2B;POLZ2;REV7"
"CD84","CD84"
"LCMT1","LCMT1"
"MUTYH","MUTYH"
"BAZ1B","BAZ1B"
"AK3","AK3"
"DAPK2","DAPK2;DRP-1;DRP1"
"SIX4","SIX4"
"SERPINB13","SERPINB13"
"RABGEF1","RABGEF1"
"NAGK","NAGK"
"HACL1","HACL1"
"CRLS1","CRLS1;C20orf155;CLS;CLS1;COSPD57;GCD10;dJ967N21.6"
"MCM8","MCM8"
"HAO1","HAO1"
"KLHL21","KLHL21"
"SCP2D1","SCP2D1"
"STOML2","STOML2;HSPC108;SLP-2"
"GNG8","GNG8"
"NAGPA","NAGPA"
"RPS6KA6","RPS6KA6"
"DBR1","DBR1"
"CROT","CROT;COT"
"CDC42EP3","CDC42EP3"
"NUDT5","NUDT5"
"MAN1B1","MAN1B1"
"UTS2R","UTS2R"
"HDAC9","HDAC9;ARCND4;HD7;HD7b;HD9;HDAC;HDAC7;HDAC7B;HDAC9B;HDAC9FL;HDRP;MITR"
"AMFR","AMFR"
"AGO2","AGO2"
"SARDH","SARDH"
"BAG5","BAG5"
"SLC39A10","SLC39A10;LZT-Hs2;ZIP10"
"CCPG1","CCPG1"
"RIMKLB","RIMKLB"
"VANGL2","VANGL2"
"ISY1","ISY1"
"ZMYND8","ZMYND8;PRKCBP1;PRO2893;RACK7"
"FZD4","FZD4"
"ABT1","ABT1"
"RAB26","RAB26"
"STAP1","STAP1;ART-27;SKP2"
"PYCARD","PYCARD"
"SLC7A7","SLC7A7"
"MYO6","MYO6"
"TBX20","TBX20"
"UBQLN1","UBQLN1;DA41;DSK2;PLIC-1;UBQN;XDRP1"
"NDRG2","NDRG2"
"VPS4A","VPS4A"
"TNFSF18","TNFSF18"
"CELA1","CELA1"
"ST3GAL5","ST3GAL5;SATI;SIAT9;SIATGM3S;SPDRS;ST3Gal V;ST3GalV"
"CYP8B1","CYP8B1"
"MINPP1","MINPP1"
"TFR2","TFR2"
"ADAMTS8","ADAMTS8"
"BSN","BSN;ZNF231"
"SRPK3","SRPK3"
"SCAF8","SCAF8"
"DOLK","DOLK"
"SLC7A11","SLC7A11"
"DHDH","DHDH;2DD;HUM2DD"
"DNM3","DNM3"
"NEU3","NEU3"
"MAPK8IP1","MAPK8IP1"
"JAG2","JAG2"
"GNE","GNE;DMRV;GLCNE;IBM2;NM;THC12;Uae1"
"SLC22A13","SLC22A13"
"ENTPD4","ENTPD4"
"PIN4","PIN4"
"NOD1","NOD1;CARD4;CLR7.1;NLRC1;hNod1"
"GINS2","GINS2"
"FOXA2","FOXA2"
"CYSLTR1","CYSLTR1"
"ST3GAL6","ST3GAL6"
"HS3ST2","HS3ST2;30ST2;3OST2"
"SLC5A6","SLC5A6"
"PIGL","PIGL"
"MAN2B2","MAN2B2"
"ATP11B","ATP11B"
"SBNO2","SBNO2;KIAA0963;SNO;STNO"
"NISCH","NISCH"
"PADI2","PADI2"
"ZBTB1","ZBTB1"
"TRAPPC8","TRAPPC8"
"FAN1","FAN1;HSN;SNL;p55"
"KLHL20","KLHL20"
"SLC27A5","SLC27A5"
"AXIN2","AXIN2"
"NOP58","NOP58"
"POLR3K","POLR3K;C11;C11-RNP3;HLD21;My010;RPC10;RPC11;RPC12.5"
"PRG3","PRG3"
"SUGT1","SUGT1"
"YARS2","YARS2"
"CAB39","CAB39"
"ZDHHC9","ZDHHC9;CGI89;CXorf11;DHHC9;MMSA1;MRXSR;MRXSZ;ZDHHC10;ZNF379;ZNF380"
"RTCB","RTCB"
"FBXO7","FBXO7"
"NAALAD2","NAALAD2"
"NOC2L","NOC2L;NET15;NET7;NIR;PPP1R112"
"RWDD3","RWDD3"
"SAMHD1","SAMHD1"
"NR2E1","NR2E1"
"L3MBTL1","L3MBTL1"
"CMAHP","CMAHP;CMAH;CSAH"
"MTCL1","MTCL1"
"VPRBP","VPRBP"
"KDM3A","KDM3A"
"TCAF1","TCAF1"
"DAGLA","DAGLA;C11orf11;DAGL(ALPHA);DAGLALPHA;NOC2;NSDDR"
"ZNF451","ZNF451"
"USP15","USP15"
"MYO5A","MYO5A"
"TELO2","TELO2"
"MMACHC","MMACHC;cblC"
"SAMM50","SAMM50"
"SHANK1","SHANK1"
"PPME1","PPME1"
"RIPK3","RIPK3"
"TIMM22","TIMM22;COXPD43;TEX4;TIM22"
"PCDHGA3","PCDHGA3"
"CD2AP","CD2AP"
"ATP6V1D","ATP6V1D"
"TNPO3","TNPO3"
"ENTPD2","ENTPD2;CD39L1;NTPDase-2"
"COL4A3BP","COL4A3BP"
"GMPPB","GMPPB"
"MAFB","MAFB"
"DMRT2","DMRT2;DSXL-2"
"NOX1","NOX1"
"ZNF706","ZNF706"
"NPFFR2","NPFFR2"
"FLVCR1","FLVCR1"
"PEX16","PEX16"
"UBIAD1","UBIAD1;SCCD;TERE1"
"PUS1","PUS1"
"IRAK3","IRAK3"
"PSAT1","PSAT1"
"SLC25A15","SLC25A15"
"NPTN","NPTN"
"HS3ST3B1","HS3ST3B1;3-OST-3B;3OST3B1;h3-OST-3B"
"ALG5","ALG5"
"AUP1","AUP1"
"NFS1","NFS1"
"CYP46A1","CYP46A1"
"ARFGEF2","ARFGEF2"
"ARFGEF1","ARFGEF1;ARFGEP1;BIG1;DEDISB;P200"
"MAD1L1","MAD1L1"
"SIRT4","SIRT4"
"WNT6","WNT6"
"KCNE2","KCNE2"
"AK5","AK5"
"IKBKG","IKBKG;AMCBX1;EDAID1;FIP-3;FIP3;Fip3p;IKK-gamma;IKKAP1;IKKG;IMD33;IP;IP1;IP2;IPD2;NEMO;SAIDX;ZC2HC9"
"SLC30A1","SLC30A1"
"SQRDL","SQRDL"
"NCOA3","NCOA3"
"ICOS","ICOS"
"ENPP4","ENPP4"
"A3GALT2","A3GALT2;A3GALT2P;IGB3S;IGBS3S"
"HEL-S-109","HEL-S-109"
"cyclinb1_cdk1_human","cyclinb1_cdk1_human"
"URS0000029EBD_9606","URS0000029EBD_9606"
"URS00000DE3E2_9606","URS00000DE3E2_9606"
"URS00000E5433_9606","URS00000E5433_9606"
"URS0000170CF4_9606","URS0000170CF4_9606"
"URS000019B0F7_9606","URS000019B0F7_9606"
"URS00001DC04F_9606","URS00001DC04F_9606"
"URS000024463E_9606","URS000024463E_9606"
"URS00003768C5_9606","URS00003768C5_9606"
"URS000039ED8D_9606","URS000039ED8D_9606"
"URS00003D1AE3_9606","URS00003D1AE3_9606"
"URS0000416056_9606","URS0000416056_9606"
"URS0000446722_9606","URS0000446722_9606"
"URS00004A7003_9606","URS00004A7003_9606"
"URS00004C9052_9606","URS00004C9052_9606"
"URS0000527F89_9606","URS0000527F89_9606"
"URS00005FDE70_9606","URS00005FDE70_9606"
